Name,Association,Class,Rarity,Level,Chibi,Health,Armor,Reload,Luck,Firepower,Torpedo,Evasion,Speed,AntiAir,Aviation,OilConsumption,Accuracy,AntiSubmarine
I-168,Sakura Empire,Submarine,Super Rare,Level 100,/w/images/6/67/I-168Chibi.png,1661,Light,100,22,57,490,24,18,0,0,7,154,0
Shouhou,Sakura Empire,Light Aircraft Carrier,Rare,Base Stats,/w/images/8/8b/ShouhouChibi.png,714,Medium,65,24,0,0,19,28,46,52,3,25,20
Forbin,Iris Libre,Destroyer,Rare,Level 100,/w/images/7/76/ForbinChibi.png,1147,Light,168,69,60,368,193,39,120,0,8,177,170
Ryuujou,Sakura Empire,Light Aircraft Carrier,Elite,Level 120,/w/images/6/62/RyuujouChibi.png,4278,Medium,179,42,0,0,82,28,252,347,11,89,72
Sovetsky Soyuz,North Union,Battleship,Unreleased,Level 120,,,,,,,,,,,,,,
Ryuujou,Sakura Empire,Light Aircraft Carrier,Elite,Level 100,/w/images/6/62/RyuujouChibi.png,3657,Medium,156,42,0,0,61,28,219,308,11,76,63
Forbin,Iris Libre,Destroyer,Rare,Base Stats,/w/images/7/76/ForbinChibi.png,222,Light,71,69,13,78,74,39,26,0,2,68,46
Ryuujou,Sakura Empire,Light Aircraft Carrier,Elite,Base Stats,/w/images/6/62/RyuujouChibi.png,707,Medium,66,42,0,0,24,28,47,65,3,29,17
I-168,Sakura Empire,Submarine,Super Rare,Base Stats,/w/images/6/67/I-168Chibi.png,321,Light,42,22,12,104,9,18,0,0,2,59,0
Akagi,Sakura Empire,Aircraft Carrier,Super Rare,Level 120,/w/images/6/64/AkagiChibi.png,6588,Medium,131,42,0,0,54,31,323,409,13,90,0
Emile Bertin,Iris Libre,Light Cruiser,Elite,Level 120 Retrofit,/w/images/4/4c/Emile_BertinChibi.png,3425,Light,178,67,191,298,117,34,327,0,10,175,144
Akagi,Sakura Empire,Aircraft Carrier,Super Rare,Level 100,/w/images/6/64/AkagiChibi.png,5830,Medium,114,42,0,0,33,31,285,368,13,80,0
Suruga,Sakura Empire,Battleship,Super Rare,Level 100,/w/images/a/a2/SurugaChibi.png,7051,Heavy,120,37,379,186,18,28,187,0,15,55,0
Akagi,Sakura Empire,Aircraft Carrier,Super Rare,Base Stats,/w/images/6/64/AkagiChibi.png,1128,Medium,48,42,0,0,13,31,61,78,4,31,0
Emile Bertin,Iris Libre,Light Cruiser,Elite,Level 120,/w/images/4/4c/Emile_BertinChibi.png,3185,Light,173,67,161,273,117,34,272,0,10,170,144
Kaga,Sakura Empire,Aircraft Carrier,Super Rare,Level 120,/w/images/d/dc/KagaChibi.png,6771,Medium,131,42,0,0,49,28,323,408,13,90,0
U-101,Ironblood,Submarine,Super Rare,Level 120,/w/images/5/5d/U-101Chibi.png,1297,Light,110,68,48,530,37,14,0,0,7,175,0
Kaga,Sakura Empire,Aircraft Carrier,Super Rare,Level 100,/w/images/d/dc/KagaChibi.png,5992,Medium,114,42,0,0,29,28,285,366,13,80,0
Emile Bertin,Iris Libre,Light Cruiser,Elite,Level 100 Retrofit,/w/images/4/4c/Emile_BertinChibi.png,3071,Light,155,67,170,264,78,34,293,0,10,154,128
Kaga,Sakura Empire,Aircraft Carrier,Super Rare,Base Stats,/w/images/d/dc/KagaChibi.png,1159,Medium,48,42,0,0,11,28,61,78,4,31,0
Bremerton,Eagle Union,Heavy Cruiser,Super Rare,Base Stats,/w/images/a/ad/BremertonChibi.png,834,Medium,68,55,49,0,9,26,50,0,4,45,0
Souryuu,Sakura Empire,Aircraft Carrier,Elite,Level 120 Retrofit,/w/images/c/c8/SouryuuChibi.png,5456,Medium,141,36,0,0,66,34,363,425,12,85,0
Emile Bertin,Iris Libre,Light Cruiser,Elite,Level 100,/w/images/4/4c/Emile_BertinChibi.png,2831,Light,150,67,140,239,78,34,238,0,10,149,128
Souryuu,Sakura Empire,Aircraft Carrier,Elite,Level 120,/w/images/c/c8/SouryuuChibi.png,5246,Medium,121,36,0,0,56,34,313,390,12,85,0
U-101,Ironblood,Submarine,Super Rare,Level 100,/w/images/5/5d/U-101Chibi.png,1081,Light,96,68,41,482,18,14,0,0,7,156,0
Souryuu,Sakura Empire,Aircraft Carrier,Elite,Level 100 Retrofit,/w/images/c/c8/SouryuuChibi.png,4732,Medium,125,36,0,0,46,34,326,384,12,76,0
Emile Bertin,Iris Libre,Light Cruiser,Elite,Base Stats,/w/images/4/4c/Emile_BertinChibi.png,548,Light,64,67,30,51,30,34,51,0,3,57,35
